0.	0.	0	0.9999999999999998	0
1.	-0.00039890653427532285	-0.19945291617946007	0.9950021554588321	-0.0019900043055871702
2.	-0.0015635645196627745	-0.390888371682246	0.9800586603186447	-0.00392023448685247
3.	-0.0033997220872746814	-0.5666113126779699	0.9553191281715231	-0.00573191362085157
4.	-0.005756632461642985	-0.7195585289576776	0.9210312471891251	-0.0073682451840374474
5.	-0.008436206057564122	-0.8435826725429649	0.8775382960044069	-0.008775368425285701
6.	-0.01120512708448565	-0.9336994329717214	0.8252757009722023	-0.009903272453447076
7.	-0.013809280568511842	-0.9862879268184047	0.7647666694102868	-0.010706656114998436
8.	-0.01598970686865686	-0.9992362418063353	0.6966169427071629	-0.011145721441556289
9.	-0.01749921156780726	-0.9720262829542172	0.6215087220246414	-0.011186889310517423
10.	-0.01811871376314289	-0.9057545107169304	0.5401938276333293	-0.010803426974013708
11.	-0.017672417812915835	-0.8030877407048759	0.45348616061362307	-0.009975978259054996
12.	-0.016040942775422916	-0.6681557874554456	0.36225354265639903	-0.008692988510726696
13.	-0.013171638048434443	-0.5063852757099968	0.2674090159358544	-0.006951017724738967
14.	-0.009085448803146302	-0.3242813094477091	0.1699016904393357	-0.004754936778242836
15.	-0.00387986439088533	-0.12916578629159436	0.07070723067120868	-0.0021180032003343505
16.	0.0022723210771553918	0.07111711156553714	-0.029181922745380468	0.0009381854931310353
17.	0.009128493748622395	0.2685163992109542	-0.12876649839961618	0.00438386126167163
18.	0.01638578874579996	0.45509805042237444	-0.2270504065299662	0.0081813765356906
19.	0.023694365161930263	0.6233640138160519	-0.3230507180860058	0.012285613866538259
20.	0.030673809293483387	0.7665536514924715	-0.41580751029018653	0.016644509766838345
21.	0.03693191246521346	0.87891547689423	-0.5043934799366065	0.0211996867409332
22.	0.04208492829941234	0.9559382653122603	-0.5879232280175922	0.025887186038321297
23.	0.04577831440858472	0.9945322467274083	-0.6655621225903603	0.030638292283222623
24.	0.04770691089088236	0.9931531005295993	-0.7365346510513209	0.03538043985834716
25.	0.047633506125728906	0.951863774161324	-0.8001321781316106	0.04003818976661522
26.	0.04540479026377059	0.8723316501626655	-0.8557200319121281	0.044534264675732405
27.	0.040963797073798214	0.7577611876957874	-0.9027438469192334	0.048790628980245276
28.	0.03435808160769249	0.6127647606674105	-0.9407351008352473	0.05272960000529214
29.	0.02574306834314677	0.4431769005615437	-0.9693157894656211	0.05627497593521885
30.	0.015380223900783085	0.2558194280051854	-0.9882021932656299	0.059353165686055226
31.	0.003629950266663906	0.05822693135789139	-0.9972076978566291	0.0618943057588077
32.	-0.009060652399104197	-0.14165635615454933	-0.9962446404635734	0.06383334911403599
33.	-0.02217475164599686	-0.3357960810916888	-0.9853251639863391	0.0651111112982557
34.	-0.03514683547854125	-0.5163908396016397	-0.9645610703791951	0.06567525942813829
35.	-0.04738699422180154	-0.6761857962910174	-0.9341626750556963	0.0654812301961949
36.	-0.05830739280713612	-0.8087642396223007	-0.8944366740595819	0.06449306379593911
37.	-0.0673497581056543	-0.9088053522717734	-0.8457830456455111	0.06268414156799335
38.	-0.07401262099821833	-0.9722978372879784	-0.7886910175973543	0.06003781623170229
39.	-0.07787702485478881	-0.9967008197706282	-0.7237341409792568	0.05654792477787113
40.	-0.07862944365042869	-0.9810455674321503	-0.6515645199718914	0.05221917544413601
41.	-0.07608074401001574	-0.9259739562389634	-0.5729062559034181	0.04706740166005208
42.	-0.0701801732342629	-0.8337121533788217	-0.48854817145692003	0.04111967741786876
43.	-0.06102355432635889	-0.7079805965440251	-0.3993358882444556	0.03441429017917058
44.	-0.04885511124977221	-0.5538439110260828	-0.3061633374101834	0.02700056914832563
45.	-0.034062622987574835	-0.3775068212672072	-0.20996378859618942	0.018938568510737018
46.	-0.01716590159536957	-0.186064284154601	-0.111700487417847	0.010298607026941534
47.	0.0012011057280895687	0.012784089804106405	-0.012356995502433155	0.00116066717112217
48.	0.02031399120896957	0.2110438281147406	0.08707266989397855	-0.008386341216561451
49.	0.03938645831948194	0.4007471314782665	0.18559399769033016	-0.01824544605192953
50.	0.05760266388434717	0.5742732153962499	0.2822219462133574	-0.02831259850807631
51.	0.07415200037645323	0.724654573949093	0.3759908078820242	-0.03847776889832233
52.	0.08826483987054781	0.8458568527815387	0.4659638763858759	-0.0486261414406943
53.	0.09924767537345702	0.9330210848382097	0.5512428194137335	-0.05863939502077731
54.	0.10651607752359958	0.9826585610075418	0.6309766629777592	-0.06839705582410299
