 (0.000000000000000000e+00+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (9.999999999999997780e-01+0.000000000000000000e+00j)
 (1.000000000000000000e+00+0.000000000000000000e+00j)  (-2.960212724891808644e-02+0.000000000000000000e+00j)  (8.124657627447677832e-01+0.000000000000000000e+00j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)  (-1.137349839948129659e-01+0.000000000000000000e+00j)  (3.338092609026001023e-01+0.000000000000000000e+00j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)  (-2.391158420712472532e-01+0.000000000000000000e+00j)  (-2.232320863822271073e-01+0.000000000000000000e+00j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)  (-3.859498208629831284e-01+0.000000000000000000e+00j)  (-6.160773168823250323e-01+0.000000000000000000e+00j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)  (-5.310550637051785206e-01+0.000000000000000000e+00j)  (-6.846582150511715259e-01+0.000000000000000000e+00j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)  (-6.515226433279666107e-01+0.000000000000000000e+00j)  (-4.244961396787959584e-01+0.000000000000000000e+00j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)  (-7.283333777507468021e-01+0.000000000000000000e+00j)  (1.367275091696723566e-02+0.000000000000000000e+00j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)  (-7.493605409230321701e-01+0.000000000000000000e+00j)  (3.973259799973757334e-01+0.000000000000000000e+00j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)  (-7.112844061253051908e-01+0.000000000000000000e+00j)  (5.238759417832961063e-01+0.000000000000000000e+00j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)  (-6.201163578238547691e-01+0.000000000000000000e+00j)  (3.179285666073671246e-01+0.000000000000000000e+00j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)  (-4.902498262419069386e-01+0.000000000000000000e+00j)  (-1.318395459488174160e-01+0.000000000000000000e+00j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)  (-3.421878812102061018e-01+0.000000000000000000e+00j)  (-6.136560946710504227e-01+0.000000000000000000e+00j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)  (-1.993062482623583209e-01+0.000000000000000000e+00j)  (-8.922742776483688631e-01+0.000000000000000000e+00j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)  (-8.416279555865624484e-02+0.000000000000000000e+00j)  (-8.203849094137407594e-01+0.000000000000000000e+00j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)  (-1.493614250611169370e-02+0.000000000000000000e+00j)  (-4.093516458546898051e-01+0.000000000000000000e+00j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)  (-2.555655465677431071e-03+0.000000000000000000e+00j)  (1.741283937239245516e-01+0.000000000000000000e+00j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)  (-4.897594111881709011e-02+0.000000000000000000e+00j)  (6.840471577840254724e-01+0.000000000000000000e+00j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)  (-1.468682570504043494e-01+0.000000000000000000e+00j)  (9.082491581114119361e-01+0.000000000000000000e+00j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)  (-2.807775590316542447e-01+0.000000000000000000e+00j)  (7.657400757375423250e-01+0.000000000000000000e+00j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)  (-4.295625126782305903e-01+0.000000000000000000e+00j)  (3.425954853184669524e-01+0.000000000000000000e+00j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)  (-5.697332452937566849e-01+0.000000000000000000e+00j)  (-1.502236308459850844e-01+0.000000000000000000e+00j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)  (-6.791598802731209084e-01+0.000000000000000000e+00j)  (-4.771565396757525557e-01+0.000000000000000000e+00j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)  (-7.405663580265618995e-01+0.000000000000000000e+00j)  (-4.891683250235085989e-01+0.000000000000000000e+00j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)  (-7.442579459227955940e-01+0.000000000000000000e+00j)  (-1.934211119254578004e-01+0.000000000000000000e+00j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)  (-6.896518234036690398e-01+0.000000000000000000e+00j)  (2.512388018673513690e-01+0.000000000000000000e+00j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)  (-5.853690965352100761e-01+0.000000000000000000e+00j)  (6.107532078596055181e-01+0.000000000000000000e+00j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)  (-4.478737149207505652e-01+0.000000000000000000e+00j)  (6.881599369986780568e-01+0.000000000000000000e+00j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)  (-2.988731760679681493e-01+0.000000000000000000e+00j)  (4.187174082049529567e-01+0.000000000000000000e+00j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)  (-1.618913888370100973e-01+0.000000000000000000e+00j)  (-9.711522511752869458e-02+0.000000000000000000e+00j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)  (-5.855476547531340836e-02+0.000000000000000000e+00j)  (-6.385795106393684639e-01+0.000000000000000000e+00j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)  (-5.177886645425421042e-03+0.000000000000000000e+00j)  (-9.664924357894359996e-01+0.000000000000000000e+00j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)  (-1.018778786346084819e-02+0.000000000000000000e+00j)  (-9.343555018474266616e-01+0.000000000000000000e+00j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)  (-7.279351588483068403e-02+0.000000000000000000e+00j)  (-5.565652884895890828e-01+0.000000000000000000e+00j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)  (-1.831110028300724779e-01+0.000000000000000000e+00j)  (-1.706647293907539303e-03+0.000000000000000000e+00j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)  (-3.237235431720627554e-01+0.000000000000000000e+00j)  (4.859228884351935451e-01+0.000000000000000000e+00j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)  (-4.724315085801580327e-01+0.000000000000000000e+00j)  (6.997217594295137566e-01+0.000000000000000000e+00j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)  (-6.057571811080213475e-01+0.000000000000000000e+00j)  (5.659211835815185498e-01+0.000000000000000000e+00j)
 (3.800000000000000000e+01+0.000000000000000000e+00j)  (-7.026513686291554484e-01+0.000000000000000000e+00j)  (1.758872169149523212e-01+0.000000000000000000e+00j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)  (-7.478166094439310241e-01+0.000000000000000000e+00j)  (-2.593903722473920870e-01+0.000000000000000000e+00j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)  (-7.341223051212708572e-01+0.000000000000000000e+00j)  (-5.109909100520527714e-01+0.000000000000000000e+00j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)  (-6.637304852032722691e-01+0.000000000000000000e+00j)  (-4.418897530437072008e-01+0.000000000000000000e+00j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)  (-5.477544702792612741e-01+0.000000000000000000e+00j)  (-7.307290720722048327e-02+0.000000000000000000e+00j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)  (-4.045043230244428911e-01+0.000000000000000000e+00j)  (4.253045654849365587e-01+0.000000000000000000e+00j)
 (4.400000000000000000e+01+0.000000000000000000e+00j)  (-2.565960919052836520e-01+0.000000000000000000e+00j)  (8.136498821157899242e-01+0.000000000000000000e+00j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)  (-1.273812344084689074e-01+0.000000000000000000e+00j)  (8.960810964953165314e-01+0.000000000000000000e+00j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)  (-3.725993535571192616e-02+0.000000000000000000e+00j)  (6.137358677437704246e-01+0.000000000000000000e+00j)
 (4.700000000000000000e+01+0.000000000000000000e+00j)  (-4.603662797956209474e-04+0.000000000000000000e+00j)  (7.425024511163406948e-02+0.000000000000000000e+00j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)  (-2.279236998867067987e-02+0.000000000000000000e+00j)  (-4.966171977044433472e-01+0.000000000000000000e+00j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)  (-1.007302141329397827e-01+0.000000000000000000e+00j)  (-8.586646755214311089e-01+0.000000000000000000e+00j)
 (5.000000000000000000e+01+0.000000000000000000e+00j)  (-2.219692268199783269e-01+0.000000000000000000e+00j)  (-8.676911320333341449e-01+0.000000000000000000e+00j)
 (5.100000000000000000e+01+0.000000000000000000e+00j)  (-3.673684337506166186e-01+0.000000000000000000e+00j)  (-5.409870003906152025e-01+0.000000000000000000e+00j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)  (-5.139724971891161953e-01+0.000000000000000000e+00j)  (-4.727852088587844448e-02+0.000000000000000000e+00j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)  (-6.386358590495215815e-01+0.000000000000000000e+00j)  (3.739731994310265817e-01+0.000000000000000000e+00j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)  (-7.216769155927957868e-01+0.000000000000000000e+00j)  (5.258432062409457153e-01+0.000000000000000000e+00j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)  (-7.499853098979876176e-01+0.000000000000000000e+00j)  (3.464527180222376490e-01+0.000000000000000000e+00j)
 (5.600000000000000000e+01+0.000000000000000000e+00j)  (-7.190917689494484843e-01+0.000000000000000000e+00j)  (-6.278121549749415831e-02+0.000000000000000000e+00j)
