1.000000000000000056e-01,2.388780893935772975e-01,0.000000000000000000e+00,7.366805412992380453e-02,0.000000000000000000e+00,2.717626631080317101e-01,0.000000000000000000e+00,2.862303418536250588e-01,0.000000000000000000e+00
8.334167666666667210e+05,1.570634053938219643e-01,0.000000000000000000e+00,1.570634053938219643e-01,0.000000000000000000e+00,2.778788019395478370e-01,0.000000000000000000e+00,2.778788019395478925e-01,0.000000000000000000e+00
1.666833433333333582e+06,1.578458750748639172e-01,0.000000000000000000e+00,1.578458750748639172e-01,0.000000000000000000e+00,2.767722227044757122e-01,0.000000000000000000e+00,2.767722227044757122e-01,0.000000000000000000e+00
2.500250100000000093e+06,1.586205590525006648e-01,0.000000000000000000e+00,1.586205590525006648e-01,0.000000000000000000e+00,2.756766541167592344e-01,0.000000000000000000e+00,2.756766541167592344e-01,0.000000000000000000e+00
3.333666766666667070e+06,1.593875347957475208e-01,0.000000000000000000e+00,1.593875347957475208e-01,0.000000000000000000e+00,2.745919866186310454e-01,0.000000000000000000e+00,2.745919866186309899e-01,0.000000000000000000e+00
4.167083433333334047e+06,1.601468790028703071e-01,0.000000000000000000e+00,1.601468790028703071e-01,0.000000000000000000e+00,2.735181117424375641e-01,0.000000000000000000e+00,2.735181117424375641e-01,0.000000000000000000e+00
5.000500099999999627e+06,1.608986676088659529e-01,0.000000000000000000e+00,1.608986676088659251e-01,0.000000000000000000e+00,2.724549220997883880e-01,0.000000000000000000e+00,2.724549220997882770e-01,0.000000000000000000e+00
5.833916766666666605e+06,1.616429757932650590e-01,0.000000000000000000e+00,1.616429757932650590e-01,0.000000000000000000e+00,2.714023113708359247e-01,0.000000000000000000e+00,2.714023113708359247e-01,0.000000000000000000e+00
6.667333433333333582e+06,1.623798779874448261e-01,0.000000000000000000e+00,1.623798779874447984e-01,0.000000000000000000e+00,2.703601742936442842e-01,0.000000000000000000e+00,2.703601742936443397e-01,0.000000000000000000e+00
7.500750100000000559e+06,1.631094478823415239e-01,0.000000000000000000e+00,1.631094478823415239e-01,0.000000000000000000e+00,2.693284066536201227e-01,0.000000000000000000e+00,2.693284066536201227e-01,0.000000000000000000e+00
8.334166766666667536e+06,1.638317584354588574e-01,0.000000000000000000e+00,1.638317584354588297e-01,0.000000000000000000e+00,2.683069052731474891e-01,0.000000000000000000e+00,2.683069052731474891e-01,0.000000000000000000e+00
9.167583433333333582e+06,1.645468818784894816e-01,0.000000000000000000e+00,1.645468818784894816e-01,0.000000000000000000e+00,2.672955680012355506e-01,0.000000000000000000e+00,2.672955680012355506e-01,0.000000000000000000e+00
1.000100009999999963e+07,1.652548897243723280e-01,0.000000000000000000e+00,1.652548897243723280e-01,0.000000000000000000e+00,2.662942937033311308e-01,0.000000000000000000e+00,2.662942937033312418e-01,0.000000000000000000e+00
1.083441676666666754e+07,1.659558527744798562e-01,0.000000000000000000e+00,1.659558527744798284e-01,0.000000000000000000e+00,2.653029822511350222e-01,0.000000000000000000e+00,2.653029822511350222e-01,0.000000000000000000e+00
1.166783343333333358e+07,1.666498411257201218e-01,0.000000000000000000e+00,1.666498411257201495e-01,0.000000000000000000e+00,2.643215345127017946e-01,0.000000000000000000e+00,2.643215345127017391e-01,0.000000000000000000e+00
1.250125010000000149e+07,1.673369241775009009e-01,0.000000000000000000e+00,1.673369241775009286e-01,0.000000000000000000e+00,2.633498523424429583e-01,0.000000000000000000e+00,2.633498523424429583e-01,0.000000000000000000e+00
1.333466676666666754e+07,1.680171706386039132e-01,0.000000000000000000e+00,1.680171706386038855e-01,0.000000000000000000e+00,2.623878385713188099e-01,0.000000000000000000e+00,2.623878385713188099e-01,0.000000000000000000e+00
1.416808343333333358e+07,1.686906485343892537e-01,0.000000000000000000e+00,1.686906485343893092e-01,0.000000000000000000e+00,2.614353969971213720e-01,0.000000000000000000e+00,2.614353969971213720e-01,0.000000000000000000e+00
1.500150010000000149e+07,1.693574252132044600e-01,0.000000000000000000e+00,1.693574252132044600e-01,0.000000000000000000e+00,2.604924323749465698e-01,0.000000000000000000e+00,2.604924323749465698e-01,0.000000000000000000e+00
1.583491676666666754e+07,1.700175673531447995e-01,0.000000000000000000e+00,1.700175673531447718e-01,0.000000000000000000e+00,2.595588504075644343e-01,0.000000000000000000e+00,2.595588504075644898e-01,0.000000000000000000e+00
1.666833343333333544e+07,1.706711409690570558e-01,0.000000000000000000e+00,1.706711409690570558e-01,0.000000000000000000e+00,2.586345577359158709e-01,0.000000000000000000e+00,2.586345577359159265e-01,0.000000000000000000e+00
1.750175010000000149e+07,1.713182114188138705e-01,0.000000000000000000e+00,1.713182114188138705e-01,0.000000000000000000e+00,2.577194619300459677e-01,0.000000000000000000e+00,2.577194619300459677e-01,0.000000000000000000e+00
1.833516676666666940e+07,1.719588434100325358e-01,0.000000000000000000e+00,1.719588434100325913e-01,0.000000000000000000e+00,2.568134714795484719e-01,0.000000000000000000e+00,2.568134714795485829e-01,0.000000000000000000e+00
1.916858343333333731e+07,1.725931010064468973e-01,0.000000000000000000e+00,1.725931010064469251e-01,0.000000000000000000e+00,2.559164957847088750e-01,0.000000000000000000e+00,2.559164957847089306e-01,0.000000000000000000e+00
2.000200010000000149e+07,1.732210476342934680e-01,0.000000000000000000e+00,1.732210476342934680e-01,0.000000000000000000e+00,2.550284451470976044e-01,0.000000000000000000e+00,2.550284451470976599e-01,0.000000000000000000e+00
2.083541676666666940e+07,1.738427460887949638e-01,0.000000000000000000e+00,1.738427460887949638e-01,0.000000000000000000e+00,2.541492307610060397e-01,0.000000000000000000e+00,2.541492307610060397e-01,0.000000000000000000e+00
2.166883343333333731e+07,1.744582585403226527e-01,0.000000000000000000e+00,1.744582585403227082e-01,0.000000000000000000e+00,2.532787647042405443e-01,0.000000000000000000e+00,2.532787647042405443e-01,0.000000000000000000e+00
2.250225010000000522e+07,1.750676465405962001e-01,0.000000000000000000e+00,1.750676465405962001e-01,0.000000000000000000e+00,2.524169599294212585e-01,0.000000000000000000e+00,2.524169599294212585e-01,0.000000000000000000e+00
2.333566676666666940e+07,1.756709710291398108e-01,0.000000000000000000e+00,1.756709710291398108e-01,0.000000000000000000e+00,2.515637302554212251e-01,0.000000000000000000e+00,2.515637302554212251e-01,0.000000000000000000e+00
2.416908343333333731e+07,1.762682923385624489e-01,0.000000000000000000e+00,1.762682923385623657e-01,0.000000000000000000e+00,2.507189903584804425e-01,0.000000000000000000e+00,2.507189903584804425e-01,0.000000000000000000e+00
2.500250010000000522e+07,1.768596702017041777e-01,0.000000000000000000e+00,1.768596702017041777e-01,0.000000000000000000e+00,2.498826557639735879e-01,0.000000000000000000e+00,2.498826557639736157e-01,0.000000000000000000e+00
2.583591676666666940e+07,1.774451637567353302e-01,0.000000000000000000e+00,1.774451637567353024e-01,0.000000000000000000e+00,2.490546428377489740e-01,0.000000000000000000e+00,2.490546428377488908e-01,0.000000000000000000e+00
2.666933343333333731e+07,1.780248315534746772e-01,0.000000000000000000e+00,1.780248315534746495e-01,0.000000000000000000e+00,2.482348687777509721e-01,0.000000000000000000e+00,2.482348687777508889e-01,0.000000000000000000e+00
2.750275010000000522e+07,1.785987315594810554e-01,0.000000000000000000e+00,1.785987315594810831e-01,0.000000000000000000e+00,2.474232516059832743e-01,0.000000000000000000e+00,2.474232516059832743e-01,0.000000000000000000e+00
2.833616676666666940e+07,1.791669211648661553e-01,0.000000000000000000e+00,1.791669211648661553e-01,0.000000000000000000e+00,2.466197101600019204e-01,0.000000000000000000e+00,2.466197101600019481e-01,0.000000000000000000e+00
2.916958343333333731e+07,1.797294571893123805e-01,0.000000000000000000e+00,1.797294571893123805e-01,0.000000000000000000e+00,2.458241640849236354e-01,0.000000000000000000e+00,2.458241640849236354e-01,0.000000000000000000e+00
3.000300010000000522e+07,1.802863958867672312e-01,0.000000000000000000e+00,1.802863958867672312e-01,0.000000000000000000e+00,2.450365338256728920e-01,0.000000000000000000e+00,2.450365338256729753e-01,0.000000000000000000e+00
3.083641676666666940e+07,1.808377929515231075e-01,0.000000000000000000e+00,1.808377929515231075e-01,0.000000000000000000e+00,2.442567406183261680e-01,0.000000000000000000e+00,2.442567406183262235e-01,0.000000000000000000e+00
3.166983343333333731e+07,1.813837035238477224e-01,0.000000000000000000e+00,1.813837035238477502e-01,0.000000000000000000e+00,2.434847064831185959e-01,0.000000000000000000e+00,2.434847064831187069e-01,0.000000000000000000e+00
3.250325010000000522e+07,1.819241821951479987e-01,0.000000000000000000e+00,1.819241821951479710e-01,0.000000000000000000e+00,2.427203542158925531e-01,0.000000000000000000e+00,2.427203542158925254e-01,0.000000000000000000e+00
3.333666676666667312e+07,1.824592830140338573e-01,0.000000000000000000e+00,1.824592830140338295e-01,0.000000000000000000e+00,2.419636073808059396e-01,0.000000000000000000e+00,2.419636073808059396e-01,0.000000000000000000e+00
3.417008343333333731e+07,1.829890594906178614e-01,0.000000000000000000e+00,1.829890594906178891e-01,0.000000000000000000e+00,2.412143903025020242e-01,0.000000000000000000e+00,2.412143903025020242e-01,0.000000000000000000e+00
3.500350010000000149e+07,1.835135646031789691e-01,0.000000000000000000e+00,1.835135646031789969e-01,0.000000000000000000e+00,2.404726280587077270e-01,0.000000000000000000e+00,2.404726280587076714e-01,0.000000000000000000e+00
3.583691676666667312e+07,1.840328508027439525e-01,0.000000000000000000e+00,1.840328508027439525e-01,0.000000000000000000e+00,2.397382464725346107e-01,0.000000000000000000e+00,2.397382464725346107e-01,0.000000000000000000e+00
3.667033343333333731e+07,1.845469700183428041e-01,0.000000000000000000e+00,1.845469700183428041e-01,0.000000000000000000e+00,2.390111721053206351e-01,0.000000000000000000e+00,2.390111721053206351e-01,0.000000000000000000e+00
